quarter,runway_months,funding_stage,revenue_monthly_k,burn_rate_monthly_k,founder_experience,founder_background,sector,milestones_completed,staff_count,equity_given,outcome
7,20.3,series_a,43.09,107.73,9,business,Healthtech,2,4,34.8,1
8,7.7,bootstrap,5.23,50.15,1,first_time,Fintech,2,1,4.2,1
2,36.0,angels,220.16,58.62,3,technical,Healthtech,1,1,11.8,1
8,24.4,series_a,29.34,85.71,8,technical,Healthtech,2,4,32.7,1
1,36.0,seed,119.97,62.53,5,first_time,Healthtech,1,2,21.1,1
5,36.0,seed,138.05,94.99,4,technical,E-commerce,2,3,24.8,0
4,36.0,bootstrap,74.49,47.03,6,first_time,E-commerce,0,0,2.7,1
3,36.0,angels,26.71,38.76,11,technical,AI,0,2,11.2,0
1,32.2,angels,7.21,29.0,6,business,Fintech,1,2,13.6,0
7,16.2,angels,4.86,58.5,12,first_time,AI,2,1,12.4,0
3,36.0,angels,53.78,49.16,3,first_time,AI,0,1,15.0,1
6,36.0,bootstrap,33.46,20.0,2,technical,AI,1,1,0.4,1
4,5.6,bootstrap,14.29,41.43,3,business,Healthtech,1,1,1.7,0
3,36.0,bootstrap,28.3,30.96,14,business,Healthtech,0,1,4.7,1
8,36.0,angels,45.88,57.96,5,technical,AI,2,2,12.3,0
1,19.2,bootstrap,16.08,41.63,1,business,SaaS,0,2,1.6,0
6,36.0,series_a,132.89,70.88,5,first_time,AI,3,4,33.0,1
6,15.7,seed,10.85,74.49,11,technical,AI,1,2,23.3,1
4,9.3,bootstrap,5.47,27.53,6,business,AI,0,0,0.5,0
3,36.0,seed,106.94,58.51,6,first_time,SaaS,1,3,21.3,1
1,36.0,series_a,491.05,72.02,2,technical,AI,3,2,31.5,1
8,3.1,bootstrap,29.27,51.96,11,technical,Healthtech,1,2,1.2,0
8,14.4,bootstrap,16.07,30.79,4,first_time,E-commerce,2,0,1.9,1
2,25.9,bootstrap,41.26,55.59,2,business,E-commerce,0,0,1.7,0
1,36.0,bootstrap,121.28,61.75,11,technical,E-commerce,0,2,3.7,1
1,36.0,seed,34.98,53.92,15,technical,Healthtech,1,3,23.0,1
1,36.0,series_b,59.05,51.19,10,first_time,E-commerce,2,2,42.1,0
7,5.6,bootstrap,0.16,50.67,15,technical,E-commerce,1,0,1.0,0
8,36.0,seed,41.88,59.87,7,first_time,Fintech,3,3,22.1,0
2,20.2,bootstrap,2.84,22.01,8,business,Healthtech,0,0,0.9,0
6,36.0,angels,138.06,41.17,6,business,Fintech,0,2,14.8,1
2,36.0,seed,270.43,58.78,8,first_time,E-commerce,0,3,20.9,1
3,13.1,angels,8.74,69.46,14,technical,AI,1,1,14.3,0
5,36.0,bootstrap,117.74,37.4,10,first_time,SaaS,1,2,3.1,1
6,29.3,angels,42.91,69.25,1,technical,Fintech,2,1,14.1,1
7,18.7,series_b,3.05,102.41,9,technical,E-commerce,3,3,44.4,1
1,36.0,bootstrap,76.64,30.36,6,business,Fintech,0,0,4.0,0
2,4.5,bootstrap,13.49,29.14,9,business,E-commerce,1,1,2.9,1
3,36.0,bootstrap,50.93,43.42,9,first_time,SaaS,0,0,1.3,0
3,23.0,angels,26.78,62.31,9,technical,Healthtech,2,2,13.3,1
8,10.6,angels,15.72,64.95,13,technical,SaaS,2,2,10.0,0
7,36.0,seed,74.4,61.08,13,business,SaaS,3,1,21.9,0
3,22.4,seed,14.85,67.63,15,first_time,Fintech,1,1,24.3,0
8,36.0,series_a,174.36,88.76,10,business,Fintech,3,4,32.9,1
4,36.0,series_a,207.48,74.24,5,technical,Healthtech,1,4,31.3,1
5,34.3,bootstrap,7.0,20.0,3,technical,Fintech,1,0,4.5,1
4,36.0,angels,80.38,37.91,13,first_time,E-commerce,1,2,10.1,1
2,36.0,bootstrap,34.22,31.38,14,technical,AI,1,0,4.4,1
8,36.0,bootstrap,89.52,44.93,1,first_time,Fintech,1,1,3.8,1
1,20.2,series_b,16.16,113.88,4,business,AI,1,2,40.7,1
2,33.4,seed,17.23,44.66,11,business,E-commerce,1,3,20.3,1
2,36.0,series_b,69.18,86.04,3,first_time,SaaS,0,4,44.8,1
3,18.2,angels,12.81,44.63,1,first_time,AI,0,2,10.3,0
2,26.2,angels,30.35,61.92,15,technical,AI,1,1,14.9,1
1,23.0,angels,5.08,42.08,2,business,E-commerce,1,1,12.1,0
6,36.0,bootstrap,42.49,28.55,4,technical,E-commerce,3,0,1.8,1
8,36.0,bootstrap,33.79,20.0,15,business,Fintech,3,2,3.3,0
1,24.9,angels,37.22,57.25,2,business,Healthtech,1,2,12.5,0
3,36.0,bootstrap,79.73,32.58,12,first_time,Fintech,0,0,2.0,0
5,36.0,series_b,500.0,85.19,9,business,E-commerce,3,4,43.2,1
8,5.4,bootstrap,15.07,31.11,9,technical,Healthtech,2,1,1.8,0
6,36.0,bootstrap,77.82,51.9,13,first_time,SaaS,1,0,0.2,1
7,36.0,seed,51.22,49.93,1,business,E-commerce,1,1,24.1,1
5,36.0,bootstrap,47.32,22.38,1,business,Fintech,2,1,2.6,1
4,36.0,series_a,210.77,98.78,3,technical,E-commerce,2,2,33.4,0
2,34.9,seed,38.57,66.14,8,first_time,Fintech,0,2,22.9,0
7,23.5,bootstrap,30.52,45.05,15,first_time,E-commerce,1,2,3.1,0
7,36.0,seed,43.02,71.03,2,first_time,E-commerce,2,2,21.1,0
1,36.0,seed,128.67,64.47,7,first_time,SaaS,1,2,24.7,1
6,36.0,seed,46.48,59.78,7,technical,AI,3,3,22.2,1
1,17.1,series_a,19.09,92.47,3,first_time,Healthtech,2,3,34.6,0
6,36.0,seed,158.2,82.44,6,business,Healthtech,3,2,24.0,1
7,36.0,angels,85.21,66.26,4,first_time,E-commerce,2,1,13.6,1
2,36.0,bootstrap,48.34,20.0,3,technical,Fintech,0,1,2.3,1
4,36.0,seed,115.19,84.57,8,business,Fintech,2,3,20.1,1
1,36.0,series_b,257.09,89.63,14,business,Fintech,3,4,41.6,1
5,26.7,angels,14.09,38.67,7,technical,Fintech,2,0,13.3,1
8,36.0,seed,134.17,62.46,10,first_time,AI,1,3,21.7,1
1,14.7,angels,15.24,62.47,11,technical,AI,1,1,10.5,1
4,36.0,seed,88.12,73.11,13,business,SaaS,3,1,22.6,1
8,36.0,series_b,154.35,91.17,13,business,E-commerce,3,3,40.8,1
3,2.5,bootstrap,11.99,47.56,14,first_time,AI,0,2,1.5,1
2,36.0,bootstrap,29.94,37.1,13,first_time,Fintech,0,2,2.5,1
4,36.0,angels,87.97,41.41,14,technical,E-commerce,2,0,10.6,1
5,36.0,angels,45.02,39.38,15,technical,AI,0,2,10.6,0
6,15.3,angels,8.08,56.15,12,technical,AI,3,1,11.1,0
3,17.6,bootstrap,8.89,33.76,8,first_time,E-commerce,1,2,3.0,0
8,36.0,angels,91.52,29.37,5,technical,Fintech,1,2,14.7,1
5,35.1,angels,37.87,62.71,9,first_time,Fintech,1,0,11.2,0
3,36.0,angels,29.25,42.8,13,technical,AI,1,1,13.6,1
8,36.0,seed,217.96,88.88,12,business,SaaS,2,2,20.9,1
8,36.0,seed,49.53,43.96,8,technical,E-commerce,2,4,23.2,1
4,36.0,seed,319.87,62.29,2,first_time,E-commerce,2,3,20.7,1
1,36.0,seed,107.83,54.5,5,technical,Healthtech,0,1,24.2,1
5,36.0,seed,189.57,50.37,9,business,Healthtech,1,4,23.7,1
5,36.0,angels,34.68,42.7,6,business,Healthtech,2,2,13.4,1
2,36.0,seed,161.58,91.56,7,business,Healthtech,2,2,20.1,0
6,3.2,bootstrap,9.57,37.15,5,technical,SaaS,0,0,4.2,0
7,31.2,bootstrap,11.06,23.12,2,business,Fintech,0,0,0.8,0
1,36.0,angels,79.47,22.57,7,business,E-commerce,0,0,12.7,0
6,36.0,series_a,17.03,54.18,7,business,E-commerce,2,2,33.9,0
2,36.0,seed,42.03,56.95,12,first_time,AI,0,2,23.2,0
6,36.0,bootstrap,33.65,25.49,2,technical,AI,3,0,4.1,0
4,36.0,angels,172.33,46.64,8,technical,Healthtech,3,3,13.5,1
1,21.9,bootstrap,8.22,20.0,13,business,AI,0,0,3.8,0
8,36.0,seed,168.64,63.62,5,technical,E-commerce,2,4,21.5,1
2,36.0,series_a,89.79,95.42,5,first_time,E-commerce,1,4,31.9,1
5,36.0,angels,267.51,74.34,2,first_time,AI,1,2,12.5,1
2,36.0,angels,133.2,21.58,9,technical,Healthtech,0,1,12.9,1
8,36.0,bootstrap,25.16,22.98,13,technical,AI,2,1,3.5,0
6,36.0,angels,94.34,37.19,8,technical,Fintech,3,1,12.8,1
7,16.3,series_a,4.66,82.19,7,first_time,SaaS,3,3,33.6,1
4,36.0,seed,181.52,46.7,12,business,Healthtech,1,2,20.8,1
4,11.3,angels,21.84,75.23,7,technical,AI,1,1,12.0,1
6,36.0,angels,88.93,50.65,6,first_time,AI,2,1,14.6,1
7,36.0,bootstrap,25.38,33.15,12,technical,Fintech,0,1,1.1,0
7,2.8,bootstrap,12.48,58.89,5,technical,Healthtech,2,0,0.7,0
1,36.0,bootstrap,76.54,34.76,13,first_time,SaaS,1,0,3.7,1
6,15.8,angels,1.35,56.0,5,business,Fintech,1,2,11.0,0
1,36.0,series_b,84.75,83.74,8,technical,AI,1,3,42.3,1
3,36.0,angels,24.54,29.44,4,technical,E-commerce,1,2,13.6,1
7,4.0,bootstrap,8.26,25.84,10,technical,Healthtech,1,0,2.4,1
3,7.1,bootstrap,26.81,67.8,7,technical,E-commerce,1,0,4.5,0
7,21.7,bootstrap,26.8,44.5,4,technical,SaaS,1,1,4.4,0
4,36.0,series_a,98.96,84.12,12,technical,E-commerce,2,3,32.5,1
2,36.0,angels,66.45,35.35,15,technical,Healthtech,0,1,14.8,1
3,25.5,seed,29.85,78.67,1,first_time,SaaS,2,3,21.5,1
5,36.0,series_a,383.4,59.63,9,business,SaaS,3,4,31.2,1
7,20.7,bootstrap,1.86,20.0,11,business,SaaS,1,1,3.4,0
5,36.0,seed,238.22,56.62,11,business,SaaS,2,1,22.9,1
8,15.2,series_b,10.94,124.32,4,first_time,Healthtech,3,4,41.3,1
7,14.8,angels,25.41,78.47,2,technical,SaaS,2,2,11.9,0
7,32.3,bootstrap,19.28,28.23,8,technical,E-commerce,1,0,1.2,1
5,33.3,series_b,33.81,84.89,10,business,E-commerce,2,4,41.2,1
3,36.0,series_a,71.54,55.39,5,technical,SaaS,2,3,31.8,0
4,34.1,angels,31.46,51.17,6,first_time,Fintech,1,2,14.6,1
1,36.0,angels,73.41,52.43,8,technical,Healthtech,1,0,14.2,0
3,4.5,bootstrap,13.76,46.84,7,first_time,Healthtech,1,1,2.6,0
8,36.0,series_a,76.11,93.66,8,technical,Fintech,3,4,32.4,1
4,32.9,angels,23.2,47.04,11,business,E-commerce,1,1,10.2,0
1,36.0,bootstrap,126.57,43.34,15,business,Healthtech,0,1,2.3,1
6,30.7,seed,22.79,54.49,12,technical,Healthtech,2,3,23.1,1
8,36.0,series_b,95.0,103.06,1,first_time,Healthtech,3,3,43.9,1
7,36.0,series_a,117.16,72.39,6,technical,Fintech,3,3,31.8,1
3,7.2,bootstrap,13.28,41.89,1,business,Healthtech,0,2,4.6,0
4,10.1,bootstrap,0.73,40.68,14,technical,AI,0,0,4.2,0
5,36.0,series_b,129.17,96.03,10,business,Healthtech,3,3,40.4,1
2,36.0,series_b,93.88,106.92,4,first_time,SaaS,3,4,44.5,1
3,31.5,angels,1.09,26.44,13,business,SaaS,2,0,11.1,0
2,36.0,seed,75.39,49.03,9,business,Healthtech,1,3,24.6,1
8,31.3,angels,18.11,45.95,1,technical,Fintech,3,2,13.2,0
6,36.0,angels,76.82,28.35,3,business,Healthtech,2,0,12.1,1
7,7.6,bootstrap,1.27,28.9,13,business,AI,0,2,2.2,1
7,19.4,bootstrap,16.0,29.38,5,first_time,Healthtech,1,1,2.8,0
8,10.6,bootstrap,9.17,54.65,8,first_time,Healthtech,2,2,4.2,0
1,22.1,series_a,7.39,82.14,14,business,AI,0,4,34.2,1
8,36.0,bootstrap,60.68,50.44,5,business,Healthtech,1,0,2.1,0
1,8.1,bootstrap,18.03,39.53,1,business,Healthtech,0,1,4.2,0
4,36.0,angels,26.67,41.96,2,first_time,SaaS,2,1,12.4,0
5,36.0,bootstrap,43.96,37.01,14,technical,Healthtech,1,1,2.1,1
3,16.2,bootstrap,17.05,45.94,9,technical,AI,0,1,1.2,0
2,36.0,angels,62.33,67.9,5,first_time,E-commerce,0,2,14.1,0
2,36.0,angels,36.94,48.02,2,first_time,E-commerce,2,3,13.1,1
7,36.0,seed,49.17,40.29,11,technical,Healthtech,3,4,22.2,1
3,36.0,series_a,130.41,54.23,1,technical,AI,2,3,33.3,1
3,8.2,bootstrap,0.93,30.1,2,technical,SaaS,1,1,4.3,0
8,36.0,series_a,73.31,44.93,9,business,E-commerce,3,3,31.0,1
2,36.0,series_a,375.12,106.93,10,technical,Healthtech,3,3,32.0,1
8,20.8,series_a,16.82,88.95,9,technical,E-commerce,3,3,31.9,0
8,36.0,seed,154.74,55.46,14,first_time,Healthtech,1,1,20.4,0
5,36.0,seed,23.93,48.36,5,business,Healthtech,2,3,21.7,1
2,36.0,seed,186.64,80.42,9,first_time,Fintech,0,4,23.8,0
2,26.6,seed,15.03,48.3,5,technical,E-commerce,1,4,21.3,1
3,36.0,bootstrap,13.66,20.0,6,technical,SaaS,2,0,4.1,0
5,36.0,series_b,132.0,83.51,3,first_time,E-commerce,3,3,44.8,1
2,36.0,angels,230.07,51.71,12,first_time,Fintech,0,1,11.1,1
4,20.2,seed,26.1,74.31,11,first_time,Fintech,3,3,22.0,1
1,36.0,angels,83.55,67.89,11,first_time,AI,0,3,10.7,1
5,6.8,bootstrap,13.1,50.67,3,first_time,Healthtech,0,2,3.5,0
1,36.0,angels,94.7,50.01,2,technical,Healthtech,0,2,12.4,0
6,36.0,angels,61.32,65.31,12,business,Fintech,2,1,12.9,1
1,14.0,angels,5.02,39.94,10,technical,Fintech,0,1,13.9,0
2,36.0,bootstrap,21.99,20.0,1,business,SaaS,0,1,3.9,0
2,7.9,bootstrap,4.37,24.93,10,technical,Healthtech,1,1,2.6,1
7,36.0,angels,19.87,37.91,15,technical,Fintech,1,0,14.4,1
1,36.0,angels,49.68,40.52,12,first_time,SaaS,0,2,14.7,1
4,36.0,series_b,31.9,80.61,5,first_time,AI,2,3,43.2,1
5,36.0,bootstrap,76.05,28.08,5,business,E-commerce,0,0,0.2,0
5,11.2,bootstrap,16.73,44.3,12,business,E-commerce,1,1,3.9,1
6,10.6,bootstrap,21.32,60.73,7,technical,Healthtech,1,1,4.5,1
7,36.0,angels,46.35,24.12,12,first_time,E-commerce,1,1,12.8,0
4,36.0,angels,29.08,30.68,15,first_time,Healthtech,2,1,13.5,0
7,36.0,seed,39.11,53.13,7,business,E-commerce,2,4,21.8,1
3,36.0,series_b,148.95,106.49,9,first_time,SaaS,3,3,42.5,0
8,36.0,bootstrap,55.87,31.93,8,technical,Fintech,1,0,4.0,1
5,36.0,seed,122.37,54.14,8,first_time,E-commerce,1,4,24.4,0
6,9.9,bootstrap,5.78,45.75,2,technical,AI,2,1,0.6,0
8,36.0,bootstrap,62.57,49.35,15,business,SaaS,2,1,0.1,1
7,36.0,angels,72.13,49.72,9,technical,Healthtech,0,2,11.9,1
7,36.0,bootstrap,60.82,22.76,4,first_time,Healthtech,2,2,2.0,1
5,33.0,seed,37.63,69.05,9,technical,Healthtech,0,2,23.9,0
1,36.0,seed,195.93,61.5,6,technical,SaaS,1,3,20.0,1
4,26.0,seed,20.3,61.38,13,business,E-commerce,1,2,23.8,1
2,36.0,angels,94.07,42.31,12,first_time,Fintech,1,1,12.7,1
8,36.0,seed,54.21,78.87,6,first_time,AI,3,3,23.5,1
2,13.5,angels,0.29,53.75,11,first_time,Healthtech,0,3,12.5,1
2,36.0,bootstrap,75.18,50.54,1,business,Fintech,0,0,4.0,1
2,36.0,bootstrap,64.01,55.04,15,technical,SaaS,0,0,2.2,0
6,19.1,seed,20.65,71.88,8,business,SaaS,1,4,21.7,1
5,36.0,series_b,54.69,87.4,10,technical,Fintech,3,2,43.2,0
8,31.6,bootstrap,40.38,50.6,10,technical,E-commerce,0,0,2.2,0
4,36.0,angels,82.89,56.98,5,technical,Fintech,2,3,11.5,0
3,36.0,seed,115.45,104.05,11,technical,Healthtech,1,4,24.6,0
1,16.5,series_a,8.88,84.65,6,technical,AI,1,3,33.6,0
1,15.0,angels,13.07,60.47,11,technical,E-commerce,0,1,11.0,0
3,14.8,seed,11.57,69.36,2,first_time,E-commerce,0,3,23.7,0
8,36.0,seed,62.84,63.51,3,business,AI,1,3,21.3,0
5,18.7,series_a,2.99,76.12,14,business,Healthtech,3,4,32.2,1
8,12.4,bootstrap,3.66,39.41,12,technical,SaaS,3,0,1.1,1
1,36.0,series_b,132.16,102.82,2,first_time,AI,2,4,40.6,1
1,2.0,bootstrap,4.4,52.32,4,technical,Healthtech,0,1,2.0,1
7,36.0,series_a,152.02,84.63,9,business,Healthtech,3,3,32.8,1
1,15.7,bootstrap,3.16,28.06,1,technical,E-commerce,0,0,1.5,0
1,36.0,bootstrap,67.35,30.1,7,technical,Healthtech,0,1,0.4,1
4,22.4,bootstrap,7.28,20.0,5,business,Healthtech,0,1,1.2,0
8,10.6,angels,17.21,74.92,3,technical,Healthtech,0,4,11.2,0
6,2.6,bootstrap,0.14,26.88,5,first_time,Healthtech,2,1,3.0,0
1,28.3,bootstrap,38.47,49.51,5,first_time,SaaS,0,0,1.4,1
7,34.6,angels,36.18,54.15,2,business,Healthtech,1,3,12.7,0
7,36.0,angels,257.01,54.56,10,business,AI,3,3,12.4,1
7,20.7,seed,11.65,63.24,5,first_time,Healthtech,1,1,21.3,0
8,36.0,series_a,226.65,68.18,1,technical,Fintech,3,3,33.7,1
2,36.0,seed,18.02,50.47,1,first_time,SaaS,0,2,23.3,1
8,2.8,bootstrap,27.41,60.93,15,business,Healthtech,1,2,3.4,1
3,9.5,bootstrap,10.57,36.71,2,first_time,AI,0,1,2.2,0
7,36.0,series_a,80.26,96.88,14,first_time,Healthtech,1,4,31.6,0
5,4.7,bootstrap,3.99,55.77,3,first_time,Fintech,0,3,3.0,0
7,36.0,angels,61.8,43.84,2,business,Healthtech,3,3,14.8,1
6,36.0,series_b,78.29,101.35,9,technical,Healthtech,2,4,42.2,1
6,18.5,series_b,0.57,95.68,14,first_time,AI,3,4,43.3,0
5,36.0,angels,19.29,32.64,2,technical,Fintech,0,3,12.2,0
7,16.6,seed,0.34,62.22,5,business,E-commerce,2,3,24.7,1
6,14.7,angels,10.02,58.81,12,technical,Fintech,0,2,11.3,0
2,36.0,seed,152.44,57.51,2,business,SaaS,2,4,22.3,1
7,15.3,bootstrap,11.33,30.13,3,business,AI,1,0,2.5,0
5,36.0,bootstrap,37.11,32.4,5,business,Healthtech,0,1,3.6,0
3,36.0,seed,127.71,96.67,13,technical,AI,1,0,23.6,1
5,12.2,bootstrap,0.65,20.0,13,business,Fintech,0,1,3.7,0
8,36.0,seed,243.0,72.52,11,technical,SaaS,2,4,23.7,1
7,36.0,angels,28.31,46.2,10,business,Healthtech,2,1,12.3,1
7,36.0,series_a,184.96,70.39,1,first_time,SaaS,2,4,30.8,1
4,36.0,series_a,57.05,75.83,4,first_time,E-commerce,2,2,34.4,1
7,15.4,angels,24.73,60.01,14,business,SaaS,1,1,11.6,1
4,36.0,seed,125.88,75.87,11,first_time,Fintech,0,1,20.6,1
6,36.0,bootstrap,73.78,37.79,4,first_time,AI,2,2,0.6,0
6,25.9,angels,46.6,66.39,11,business,Healthtech,1,1,12.5,1
2,6.0,bootstrap,0.66,54.03,11,first_time,SaaS,1,0,2.1,0
3,36.0,series_a,80.3,92.25,12,technical,Healthtech,2,1,33.3,1
1,36.0,series_a,39.71,71.81,15,technical,Fintech,0,4,33.1,0
2,36.0,series_a,90.92,87.42,9,technical,Fintech,1,2,30.5,1
4,36.0,series_a,61.65,87.49,1,business,SaaS,1,3,31.5,0
4,36.0,series_b,38.84,82.77,13,first_time,Fintech,2,4,44.5,1
2,17.5,bootstrap,1.32,20.0,1,technical,E-commerce,1,0,3.8,1
4,28.2,series_b,2.66,64.66,10,business,Healthtech,3,4,44.4,1
5,36.0,angels,70.06,51.05,12,business,E-commerce,1,2,10.1,0
2,23.2,angels,25.84,54.47,2,business,Fintech,0,2,14.6,0
3,36.0,angels,154.35,32.27,12,first_time,AI,1,1,14.3,1
3,36.0,bootstrap,90.16,50.69,13,business,AI,0,1,2.3,1
5,36.0,bootstrap,36.54,37.28,10,business,E-commerce,2,0,3.4,0
3,3.8,bootstrap,24.19,55.24,5,technical,E-commerce,1,2,1.4,1
6,3.7,bootstrap,8.68,40.56,4,business,Healthtech,1,2,3.3,0
3,36.0,angels,33.58,34.0,11,technical,SaaS,1,2,14.0,1
4,36.0,series_a,95.64,86.87,3,technical,Fintech,2,2,32.4,1
4,36.0,seed,188.93,75.05,11,first_time,Healthtech,1,3,20.1,1
2,36.0,angels,58.71,41.79,3,first_time,SaaS,0,0,12.1,1
6,36.0,angels,16.65,28.37,6,business,Healthtech,1,0,13.6,0
2,31.0,angels,28.94,51.5,8,technical,AI,0,3,13.5,1
3,36.0,bootstrap,91.32,20.0,3,business,SaaS,1,0,2.4,1
7,24.3,series_a,29.25,96.81,12,first_time,Healthtech,2,2,34.9,1
8,36.0,bootstrap,38.56,28.89,11,business,Healthtech,1,1,0.6,1
6,13.7,seed,14.93,90.87,1,technical,AI,0,4,20.8,0
8,36.0,seed,17.16,33.14,13,first_time,AI,1,2,21.3,0
7,36.0,angels,132.04,52.02,11,business,E-commerce,3,2,14.0,1
4,36.0,series_a,71.68,101.44,13,business,Fintech,2,3,33.8,1
7,29.3,bootstrap,18.42,21.65,10,business,SaaS,2,2,3.9,0
3,36.0,series_a,46.87,77.61,10,first_time,Healthtech,2,3,34.4,0
4,36.0,seed,41.54,58.95,6,technical,SaaS,1,3,22.2,0
5,36.0,seed,51.52,54.74,4,technical,E-commerce,0,2,21.6,1
8,19.1,seed,22.28,68.67,4,business,E-commerce,2,3,23.0,1
7,36.0,series_a,25.48,60.57,5,business,Fintech,2,2,32.0,0
4,36.0,series_b,228.05,93.34,5,business,AI,1,4,42.6,1
6,21.8,angels,22.85,57.74,12,first_time,E-commerce,1,2,10.7,1
2,36.0,series_a,73.57,76.77,8,first_time,Healthtech,2,3,32.0,1
7,36.0,seed,280.04,50.0,7,technical,Healthtech,1,4,22.4,1
5,13.1,angels,1.85,65.45,11,first_time,SaaS,1,2,10.4,0
5,30.9,series_b,45.8,105.95,11,technical,SaaS,3,4,45.0,1
7,36.0,angels,42.13,34.38,15,business,AI,2,2,10.2,1
6,36.0,angels,118.75,30.59,5,business,SaaS,2,2,14.6,0
1,36.0,bootstrap,43.65,20.72,4,first_time,SaaS,0,0,0.4,1
3,36.0,bootstrap,60.14,43.18,1,technical,AI,1,0,4.3,0
2,31.3,series_a,38.21,84.13,3,business,Healthtech,1,3,32.7,1
6,36.0,angels,45.49,61.85,10,technical,Healthtech,2,1,11.0,1
1,36.0,angels,150.54,45.11,13,technical,E-commerce,0,1,11.2,1
2,36.0,bootstrap,50.88,21.13,10,first_time,AI,1,0,1.8,1
5,19.8,angels,40.14,63.78,15,technical,Fintech,1,1,14.0,1
6,24.9,series_a,10.66,71.7,10,business,SaaS,2,3,30.7,0
5,36.0,series_a,103.01,82.8,14,first_time,E-commerce,3,2,31.2,0
7,11.9,bootstrap,0.51,20.0,5,business,Fintech,0,1,3.5,0
8,36.0,angels,96.58,41.45,5,business,E-commerce,3,2,13.1,1
2,36.0,angels,155.96,65.14,13,business,E-commerce,1,1,12.1,1
8,36.0,seed,120.35,54.26,10,first_time,AI,3,2,20.3,1
5,16.9,angels,18.34,62.22,8,technical,Fintech,2,2,12.8,1
6,36.0,angels,38.21,20.0,15,first_time,Fintech,1,1,11.1,1
1,36.0,angels,42.02,41.61,12,business,SaaS,1,2,13.1,0
5,28.4,angels,24.92,47.43,5,technical,E-commerce,1,1,11.4,1
6,36.0,angels,119.18,76.14,10,first_time,Fintech,0,0,14.9,1
5,36.0,angels,24.79,32.46,6,business,Healthtech,1,0,13.0,0
1,36.0,series_a,228.37,90.06,7,business,AI,1,4,32.9,1
5,36.0,seed,69.8,80.85,13,technical,SaaS,2,3,24.2,1
8,11.3,bootstrap,3.77,24.18,11,technical,Fintech,2,0,5.0,0
6,36.0,series_a,256.18,74.4,1,technical,E-commerce,3,4,33.9,1
2,36.0,series_a,81.44,82.12,9,business,Healthtech,2,4,33.0,0
8,23.3,bootstrap,2.89,20.0,10,business,Fintech,2,0,4.3,0
8,36.0,angels,125.92,43.17,8,first_time,Healthtech,3,1,10.9,1
2,34.1,bootstrap,41.87,54.14,5,technical,Fintech,0,2,3.8,0
7,23.9,seed,28.4,72.84,10,first_time,SaaS,3,2,23.4,1
4,15.1,bootstrap,15.29,32.65,15,business,SaaS,0,0,2.8,0
5,36.0,seed,220.09,66.7,2,technical,E-commerce,3,3,24.3,1
4,6.9,bootstrap,11.68,43.71,10,technical,Fintech,1,1,3.5,0
7,36.0,angels,49.41,61.59,14,first_time,AI,3,1,13.6,0
8,36.0,series_b,236.07,86.65,7,technical,AI,2,4,44.5,1
7,16.0,angels,26.01,73.02,6,business,E-commerce,1,1,13.5,0
8,36.0,series_a,232.9,99.75,4,business,Fintech,3,3,31.3,1
8,36.0,series_b,178.02,105.16,4,first_time,AI,3,3,40.9,1
1,36.0,series_a,94.76,67.36,6,technical,SaaS,0,3,32.6,1
3,36.0,bootstrap,19.33,20.0,12,business,E-commerce,0,0,1.2,1
6,36.0,series_a,219.91,75.1,3,first_time,E-commerce,0,4,33.5,1
5,36.0,bootstrap,38.3,35.91,4,first_time,E-commerce,1,2,4.2,1
1,36.0,angels,37.57,23.47,15,technical,Healthtech,0,2,11.5,1
1,33.8,series_a,49.19,87.42,15,first_time,E-commerce,2,3,34.6,0
5,29.8,seed,42.23,84.31,4,business,Healthtech,0,1,23.7,1
5,36.0,angels,57.04,58.65,7,technical,AI,1,2,14.9,1
2,17.9,angels,1.58,39.86,7,technical,SaaS,1,0,11.0,0
2,27.0,series_a,20.85,68.08,5,first_time,SaaS,2,3,32.3,1
2,36.0,seed,241.46,69.5,3,first_time,SaaS,2,3,23.2,1
5,36.0,angels,88.71,47.7,1,first_time,E-commerce,1,2,13.8,1
1,36.0,series_a,166.15,86.65,10,technical,E-commerce,2,4,34.6,1
5,20.8,bootstrap,21.74,44.03,1,business,SaaS,1,0,4.5,1
4,8.1,bootstrap,8.89,51.38,10,technical,AI,0,0,1.2,0
4,36.0,seed,79.29,48.02,2,first_time,Fintech,0,3,22.1,0
6,21.6,series_b,5.41,98.32,3,technical,AI,3,3,43.6,1
5,24.6,bootstrap,19.44,29.55,1,first_time,SaaS,0,0,0.7,0
6,1.7,bootstrap,0.39,33.52,6,first_time,Fintech,0,0,4.8,0
7,7.7,bootstrap,13.17,47.97,5,business,AI,1,0,3.7,0
8,36.0,series_a,497.8,94.6,5,business,AI,2,3,34.1,1
7,5.4,bootstrap,11.02,55.98,5,business,SaaS,0,1,4.5,0
5,36.0,angels,68.17,56.38,15,first_time,AI,1,2,10.9,1
4,36.0,series_b,76.07,93.35,7,business,AI,2,3,42.1,1
2,8.5,bootstrap,1.11,31.21,13,business,Fintech,0,1,3.3,0
5,25.2,angels,0.34,23.98,4,technical,Healthtech,2,1,14.1,0
2,12.8,angels,9.4,70.1,8,technical,Healthtech,1,1,13.7,0
8,31.2,series_a,29.78,75.17,1,business,Fintech,3,4,30.6,1
7,18.5,angels,29.08,57.59,4,technical,Healthtech,3,3,13.2,1
1,13.5,angels,16.3,60.18,2,business,AI,0,2,11.5,0
